Epoch: 1 | Loss: 0.723449170589447 | Accuracy: 0.6393
Epoch: 2 | Loss: 0.7360519170761108 | Accuracy: 0.5111
Epoch: 3 | Loss: 0.726614236831665 | Accuracy: 0.4971
Epoch: 4 | Loss: 0.7263553142547607 | Accuracy: 0.4939
Epoch: 5 | Loss: 0.7245863080024719 | Accuracy: 0.4991
Epoch: 6 | Loss: 0.7270833849906921 | Accuracy: 0.4998
Epoch: 7 | Loss: 0.7256625890731812 | Accuracy: 0.504
Epoch: 8 | Loss: 0.7266355752944946 | Accuracy: 0.4959
Epoch: 9 | Loss: 0.7248989343643188 | Accuracy: 0.504
Epoch: 10 | Loss: 0.7257958054542542 | Accuracy: 0.503
Epoch: 11 | Loss: 0.7251473665237427 | Accuracy: 0.4997
Epoch: 12 | Loss: 0.7267777919769287 | Accuracy: 0.5019
Epoch: 13 | Loss: 0.7257681488990784 | Accuracy: 0.5027
Epoch: 14 | Loss: 0.7261241674423218 | Accuracy: 0.4987
Epoch: 15 | Loss: 0.7259635329246521 | Accuracy: 0.4962
Epoch: 16 | Loss: 0.7252663969993591 | Accuracy: 0.5041
Epoch: 17 | Loss: 0.7242713570594788 | Accuracy: 0.5014
Epoch: 18 | Loss: 0.725186288356781 | Accuracy: 0.4951
Epoch: 19 | Loss: 0.7258696556091309 | Accuracy: 0.5056
Epoch: 20 | Loss: 0.7249728441238403 | Accuracy: 0.5003
Epoch: 21 | Loss: 0.726289689540863 | Accuracy: 0.5008
Epoch: 22 | Loss: 0.7263936400413513 | Accuracy: 0.5018
Epoch: 23 | Loss: 0.7266592383384705 | Accuracy: 0.5021
Epoch: 24 | Loss: 0.726606547832489 | Accuracy: 0.5034
Epoch: 25 | Loss: 0.7266336679458618 | Accuracy: 0.5012
Epoch: 26 | Loss: 0.7256850004196167 | Accuracy: 0.4984
Epoch: 27 | Loss: 0.7248514294624329 | Accuracy: 0.5051
Epoch: 28 | Loss: 0.7259942889213562 | Accuracy: 0.4976
Epoch: 29 | Loss: 0.7255808711051941 | Accuracy: 0.5024
Epoch: 30 | Loss: 0.7260405421257019 | Accuracy: 0.5029
Epoch: 31 | Loss: 0.7245497703552246 | Accuracy: 0.4958
Epoch: 32 | Loss: 0.7246552109718323 | Accuracy: 0.4996
Epoch: 33 | Loss: 0.7243366837501526 | Accuracy: 0.5002
Epoch: 34 | Loss: 0.7251991629600525 | Accuracy: 0.5017
Epoch: 35 | Loss: 0.7236867547035217 | Accuracy: 0.5017
Epoch: 36 | Loss: 0.7268126606941223 | Accuracy: 0.4994
Epoch: 37 | Loss: 0.7244911193847656 | Accuracy: 0.5016
Epoch: 38 | Loss: 0.7262336611747742 | Accuracy: 0.4965
Epoch: 39 | Loss: 0.7244664430618286 | Accuracy: 0.5012
Epoch: 40 | Loss: 0.725721001625061 | Accuracy: 0.4998
Epoch: 41 | Loss: 0.7261499166488647 | Accuracy: 0.4987
Epoch: 42 | Loss: 0.7250000834465027 | Accuracy: 0.5018
Epoch: 43 | Loss: 0.725908637046814 | Accuracy: 0.4981
Epoch: 44 | Loss: 0.7251866459846497 | Accuracy: 0.5017
Epoch: 45 | Loss: 0.7260302305221558 | Accuracy: 0.504
Epoch: 46 | Loss: 0.7237467765808105 | Accuracy: 0.5023
Epoch: 47 | Loss: 0.7256600856781006 | Accuracy: 0.4978
Epoch: 48 | Loss: 0.7264920473098755 | Accuracy: 0.4978
Epoch: 49 | Loss: 0.7259713411331177 | Accuracy: 0.5058
Epoch: 50 | Loss: 0.7244576215744019 | Accuracy: 0.4995
Epoch: 51 | Loss: 0.7258393168449402 | Accuracy: 0.4995
Epoch: 52 | Loss: 0.7250240445137024 | Accuracy: 0.4989
Epoch: 53 | Loss: 0.7246605753898621 | Accuracy: 0.4987
Epoch: 54 | Loss: 0.7272493839263916 | Accuracy: 0.499
Epoch: 55 | Loss: 0.7249712944030762 | Accuracy: 0.4983
Epoch: 56 | Loss: 0.7253787517547607 | Accuracy: 0.4992
Epoch: 57 | Loss: 0.7271571159362793 | Accuracy: 0.5039
Epoch: 58 | Loss: 0.7254589200019836 | Accuracy: 0.5014
Epoch: 59 | Loss: 0.7236727476119995 | Accuracy: 0.501
Epoch: 60 | Loss: 0.7252519726753235 | Accuracy: 0.4976
Epoch: 61 | Loss: 0.7243069410324097 | Accuracy: 0.5024
Epoch: 62 | Loss: 0.725448489189148 | Accuracy: 0.5045
Epoch: 63 | Loss: 0.726449191570282 | Accuracy: 0.4998
Epoch: 64 | Loss: 0.7259318232536316 | Accuracy: 0.4993
Epoch: 65 | Loss: 0.7240875363349915 | Accuracy: 0.4997
Epoch: 66 | Loss: 0.7248527407646179 | Accuracy: 0.5031
Epoch: 67 | Loss: 0.727100133895874 | Accuracy: 0.4993
Epoch: 68 | Loss: 0.7243449687957764 | Accuracy: 0.5014
Epoch: 69 | Loss: 0.7264159321784973 | Accuracy: 0.5024
Epoch: 70 | Loss: 0.7244958281517029 | Accuracy: 0.5006
Epoch: 71 | Loss: 0.7252734303474426 | Accuracy: 0.4999
Epoch: 72 | Loss: 0.726148784160614 | Accuracy: 0.5001
Epoch: 73 | Loss: 0.7251436710357666 | Accuracy: 0.5053
Epoch: 74 | Loss: 0.7263715267181396 | Accuracy: 0.502
Epoch: 75 | Loss: 0.7235714197158813 | Accuracy: 0.5021
Epoch: 76 | Loss: 0.7268087863922119 | Accuracy: 0.5003
Epoch: 77 | Loss: 0.724013090133667 | Accuracy: 0.4986
Epoch: 78 | Loss: 0.7252436280250549 | Accuracy: 0.5016
Epoch: 79 | Loss: 0.7249111533164978 | Accuracy: 0.5015
Epoch: 80 | Loss: 0.7247138023376465 | Accuracy: 0.4991
Epoch: 81 | Loss: 0.7255724668502808 | Accuracy: 0.5039
Epoch: 82 | Loss: 0.7263883948326111 | Accuracy: 0.5012
Epoch: 83 | Loss: 0.7243815064430237 | Accuracy: 0.4965
Epoch: 84 | Loss: 0.7254436016082764 | Accuracy: 0.5042
Epoch: 85 | Loss: 0.7256696820259094 | Accuracy: 0.5019
Epoch: 86 | Loss: 0.7260949611663818 | Accuracy: 0.5017
Epoch: 87 | Loss: 0.7243388891220093 | Accuracy: 0.5057
Epoch: 88 | Loss: 0.7241674065589905 | Accuracy: 0.501
Epoch: 89 | Loss: 0.7237707376480103 | Accuracy: 0.5017
Epoch: 90 | Loss: 0.7256974577903748 | Accuracy: 0.4998
Epoch: 91 | Loss: 0.7262851595878601 | Accuracy: 0.4963
Epoch: 92 | Loss: 0.7255629301071167 | Accuracy: 0.5021
Epoch: 93 | Loss: 0.7249805331230164 | Accuracy: 0.4985
Epoch: 94 | Loss: 0.7272391319274902 | Accuracy: 0.4988
Epoch: 95 | Loss: 0.7259979844093323 | Accuracy: 0.5002
Epoch: 96 | Loss: 0.7262322306632996 | Accuracy: 0.4985
Epoch: 97 | Loss: 0.7261260151863098 | Accuracy: 0.4973
Epoch: 98 | Loss: 0.7264755964279175 | Accuracy: 0.5039
Epoch: 99 | Loss: 0.7248311638832092 | Accuracy: 0.4999
Epoch: 100 | Loss: 0.7265455722808838 | Accuracy: 0.5
Model saved accuracy: 0.6393
