Epoch: 1 | Loss: 0.7246382236480713 | Accuracy: 0.6233
Epoch: 2 | Loss: 0.7968930602073669 | Accuracy: 0.5016
Epoch: 3 | Loss: 0.7179359197616577 | Accuracy: 0.5154
Epoch: 4 | Loss: 0.7241207361221313 | Accuracy: 0.5011
Epoch: 5 | Loss: 0.7252941131591797 | Accuracy: 0.4993
Epoch: 6 | Loss: 0.7287824153900146 | Accuracy: 0.4921
Epoch: 7 | Loss: 0.7230845093727112 | Accuracy: 0.5004
Epoch: 8 | Loss: 0.7255418300628662 | Accuracy: 0.4956
Epoch: 9 | Loss: 0.725570797920227 | Accuracy: 0.4971
Epoch: 10 | Loss: 0.7250425219535828 | Accuracy: 0.4986
Epoch: 11 | Loss: 0.7249463796615601 | Accuracy: 0.4999
Epoch: 12 | Loss: 0.7245393991470337 | Accuracy: 0.4967
Epoch: 13 | Loss: 0.7260872721672058 | Accuracy: 0.4978
Epoch: 14 | Loss: 0.7245612144470215 | Accuracy: 0.5012
Epoch: 15 | Loss: 0.7239038944244385 | Accuracy: 0.4981
Epoch: 16 | Loss: 0.7233326435089111 | Accuracy: 0.4991
Epoch: 17 | Loss: 0.725044310092926 | Accuracy: 0.497
Epoch: 18 | Loss: 0.7250901460647583 | Accuracy: 0.4996
Epoch: 19 | Loss: 0.7236726880073547 | Accuracy: 0.4971
Epoch: 20 | Loss: 0.7234142422676086 | Accuracy: 0.4994
Epoch: 21 | Loss: 0.7253348231315613 | Accuracy: 0.4988
Epoch: 22 | Loss: 0.724498450756073 | Accuracy: 0.4946
Epoch: 23 | Loss: 0.7267972230911255 | Accuracy: 0.4974
Epoch: 24 | Loss: 0.7322538495063782 | Accuracy: 0.4999
Epoch: 25 | Loss: 0.7347264289855957 | Accuracy: 0.5052
Epoch: 26 | Loss: 0.7332221865653992 | Accuracy: 0.5048
Epoch: 27 | Loss: 0.7303825616836548 | Accuracy: 0.5033
Epoch: 28 | Loss: 0.7289230227470398 | Accuracy: 0.4983
Epoch: 29 | Loss: 0.7296444773674011 | Accuracy: 0.5033
Epoch: 30 | Loss: 0.7297455668449402 | Accuracy: 0.5019
Epoch: 31 | Loss: 0.7258657217025757 | Accuracy: 0.4991
Epoch: 32 | Loss: 0.7254577875137329 | Accuracy: 0.4963
Epoch: 33 | Loss: 0.7268021702766418 | Accuracy: 0.4971
Epoch: 34 | Loss: 0.7266814708709717 | Accuracy: 0.4991
Epoch: 35 | Loss: 0.7272747755050659 | Accuracy: 0.503
Epoch: 36 | Loss: 0.7270272374153137 | Accuracy: 0.4978
Epoch: 37 | Loss: 0.7272790670394897 | Accuracy: 0.5009
Epoch: 38 | Loss: 0.7275976538658142 | Accuracy: 0.4997
Epoch: 39 | Loss: 0.725315272808075 | Accuracy: 0.4982
Epoch: 40 | Loss: 0.7254409790039062 | Accuracy: 0.5027
Epoch: 41 | Loss: 0.7251264452934265 | Accuracy: 0.4983
Epoch: 42 | Loss: 0.7267655730247498 | Accuracy: 0.5008
Epoch: 43 | Loss: 0.7250216007232666 | Accuracy: 0.4992
Epoch: 44 | Loss: 0.7253850698471069 | Accuracy: 0.4983
Epoch: 45 | Loss: 0.7256568074226379 | Accuracy: 0.5
Epoch: 46 | Loss: 0.7253257632255554 | Accuracy: 0.5009
Epoch: 47 | Loss: 0.7236261963844299 | Accuracy: 0.5022
Epoch: 48 | Loss: 0.7236565351486206 | Accuracy: 0.4993
Epoch: 49 | Loss: 0.7227602601051331 | Accuracy: 0.4942
Epoch: 50 | Loss: 0.724215567111969 | Accuracy: 0.4951
Epoch: 51 | Loss: 0.7242124676704407 | Accuracy: 0.4981
Epoch: 52 | Loss: 0.7257223129272461 | Accuracy: 0.4962
Epoch: 53 | Loss: 0.7253631353378296 | Accuracy: 0.4959
Epoch: 54 | Loss: 0.7296462059020996 | Accuracy: 0.4974
Epoch: 55 | Loss: 0.7250290513038635 | Accuracy: 0.4996
Epoch: 56 | Loss: 0.72738116979599 | Accuracy: 0.4954
Epoch: 57 | Loss: 0.7261406183242798 | Accuracy: 0.4997
Epoch: 58 | Loss: 0.7271225452423096 | Accuracy: 0.4947
Epoch: 59 | Loss: 0.726475715637207 | Accuracy: 0.5014
Epoch: 60 | Loss: 0.7279470562934875 | Accuracy: 0.4992
Epoch: 61 | Loss: 0.7279051542282104 | Accuracy: 0.4989
Epoch: 62 | Loss: 0.72476726770401 | Accuracy: 0.5072
Epoch: 63 | Loss: 0.7307776808738708 | Accuracy: 0.5019
Epoch: 64 | Loss: 0.7287305593490601 | Accuracy: 0.4992
Epoch: 65 | Loss: 0.7266873717308044 | Accuracy: 0.499
Epoch: 66 | Loss: 0.7265768051147461 | Accuracy: 0.5018
Epoch: 67 | Loss: 0.7255045175552368 | Accuracy: 0.4959
Epoch: 68 | Loss: 0.726159930229187 | Accuracy: 0.4976
Epoch: 69 | Loss: 0.7261592149734497 | Accuracy: 0.4964
Epoch: 70 | Loss: 0.724506139755249 | Accuracy: 0.5004
Epoch: 71 | Loss: 0.7256141304969788 | Accuracy: 0.4954
Epoch: 72 | Loss: 0.7247646450996399 | Accuracy: 0.497
Epoch: 73 | Loss: 0.724506139755249 | Accuracy: 0.5031
Epoch: 74 | Loss: 0.7255817651748657 | Accuracy: 0.4987
Epoch: 75 | Loss: 0.725151777267456 | Accuracy: 0.4951
Epoch: 76 | Loss: 0.7250741720199585 | Accuracy: 0.4999
Epoch: 77 | Loss: 0.7276322245597839 | Accuracy: 0.499
Epoch: 78 | Loss: 0.722758948802948 | Accuracy: 0.4995
Epoch: 79 | Loss: 0.722804844379425 | Accuracy: 0.4997
Epoch: 80 | Loss: 0.7234683632850647 | Accuracy: 0.4987
Epoch: 81 | Loss: 0.7238257527351379 | Accuracy: 0.4985
Epoch: 82 | Loss: 0.7242745757102966 | Accuracy: 0.4984
Epoch: 83 | Loss: 0.7234072089195251 | Accuracy: 0.4973
Epoch: 84 | Loss: 0.7284802198410034 | Accuracy: 0.5249
Epoch: 85 | Loss: 0.7236193418502808 | Accuracy: 0.4954
Epoch: 86 | Loss: 0.7260696291923523 | Accuracy: 0.4951
Epoch: 87 | Loss: 0.7262345552444458 | Accuracy: 0.4972
Epoch: 88 | Loss: 0.7279175519943237 | Accuracy: 0.4949
Epoch: 89 | Loss: 0.7296099066734314 | Accuracy: 0.4932
Epoch: 90 | Loss: 0.7291130423545837 | Accuracy: 0.4995
Epoch: 91 | Loss: 0.7292472720146179 | Accuracy: 0.5015
Epoch: 92 | Loss: 0.7311146259307861 | Accuracy: 0.4978
Epoch: 93 | Loss: 0.7303052544593811 | Accuracy: 0.5011
Epoch: 94 | Loss: 0.73088538646698 | Accuracy: 0.4983
Epoch: 95 | Loss: 0.7319625616073608 | Accuracy: 0.5029
Epoch: 96 | Loss: 0.7335689067840576 | Accuracy: 0.4979
Epoch: 97 | Loss: 0.7341852784156799 | Accuracy: 0.4994
Epoch: 98 | Loss: 0.7324819564819336 | Accuracy: 0.4993
Epoch: 99 | Loss: 0.7344489693641663 | Accuracy: 0.5023
Epoch: 100 | Loss: 0.7354785203933716 | Accuracy: 0.4968
Model saved accuracy: 0.6233
