Epoch: 10 | Loss: 35.318450927734375 | Accuracy: 0.5068497061729431
Epoch: 20 | Loss: 22.93838882446289 | Accuracy: 0.5135648250579834
Epoch: 30 | Loss: 20.16586685180664 | Accuracy: 0.506594717502594
Epoch: 40 | Loss: 21.605863571166992 | Accuracy: 0.5086914300918579
Epoch: 50 | Loss: 21.005598068237305 | Accuracy: 0.5115814805030823
Epoch: 60 | Loss: 22.245309829711914 | Accuracy: 0.5104056000709534
Epoch: 70 | Loss: 19.83272933959961 | Accuracy: 0.5043067336082458
Epoch: 80 | Loss: 20.008312225341797 | Accuracy: 0.5054188370704651
Epoch: 90 | Loss: 22.25210952758789 | Accuracy: 0.5116239786148071
Epoch: 100 | Loss: 22.218185424804688 | Accuracy: 0.5093643069267273
Epoch: 110 | Loss: 20.778217315673828 | Accuracy: 0.5124314427375793
Epoch: 120 | Loss: 19.182268142700195 | Accuracy: 0.5031804442405701
Epoch: 130 | Loss: 20.52655029296875 | Accuracy: 0.5035558938980103
Epoch: 140 | Loss: 19.37431526184082 | Accuracy: 0.5032938122749329
Epoch: 150 | Loss: 20.855754852294922 | Accuracy: 0.5071755647659302
Epoch: 160 | Loss: 21.670856475830078 | Accuracy: 0.5145281553268433
Epoch: 170 | Loss: 19.35606575012207 | Accuracy: 0.5021533966064453
Epoch: 180 | Loss: 19.977630615234375 | Accuracy: 0.5035063028335571
Epoch: 190 | Loss: 20.391925811767578 | Accuracy: 0.5046042203903198
Epoch: 200 | Loss: 20.778779983520508 | Accuracy: 0.513508141040802
Epoch: 210 | Loss: 19.907472610473633 | Accuracy: 0.5061909556388855
Epoch: 220 | Loss: 19.017616271972656 | Accuracy: 0.5052417516708374
Epoch: 230 | Loss: 19.197195053100586 | Accuracy: 0.5027767419815063
Epoch: 240 | Loss: 22.011653900146484 | Accuracy: 0.520492434501648
Epoch: 250 | Loss: 18.616832733154297 | Accuracy: 0.5015866756439209
Epoch: 260 | Loss: 18.734777450561523 | Accuracy: 0.5037967562675476
Epoch: 270 | Loss: 18.047603607177734 | Accuracy: 0.5043917298316956
Epoch: 280 | Loss: 20.049686431884766 | Accuracy: 0.5063963532447815
Epoch: 290 | Loss: 18.520177841186523 | Accuracy: 0.5017708539962769
Epoch: 300 | Loss: 20.479957580566406 | Accuracy: 0.5174677968025208
Epoch: 310 | Loss: 20.386558532714844 | Accuracy: 0.5152577757835388
Epoch: 320 | Loss: 18.754751205444336 | Accuracy: 0.5020825266838074
Epoch: 330 | Loss: 18.610675811767578 | Accuracy: 0.49888789653778076
Epoch: 340 | Loss: 18.34020233154297 | Accuracy: 0.5028687715530396
Epoch: 350 | Loss: 18.124027252197266 | Accuracy: 0.5038179755210876
Epoch: 360 | Loss: 19.07809066772461 | Accuracy: 0.5026846528053284
Epoch: 370 | Loss: 19.09640884399414 | Accuracy: 0.503435492515564
Epoch: 380 | Loss: 17.7667293548584 | Accuracy: 0.5003399848937988
Epoch: 390 | Loss: 18.754154205322266 | Accuracy: 0.5033292174339294
Epoch: 400 | Loss: 17.723995208740234 | Accuracy: 0.4996741712093353
Epoch: 410 | Loss: 18.812740325927734 | Accuracy: 0.5019621253013611
Epoch: 420 | Loss: 17.82353401184082 | Accuracy: 0.5007083415985107
Epoch: 430 | Loss: 18.05340576171875 | Accuracy: 0.4997449815273285
Epoch: 440 | Loss: 18.19696044921875 | Accuracy: 0.5041013360023499
Epoch: 450 | Loss: 18.222003936767578 | Accuracy: 0.5012395977973938
Epoch: 460 | Loss: 17.935216903686523 | Accuracy: 0.5015583634376526
Epoch: 470 | Loss: 17.677278518676758 | Accuracy: 0.5019763112068176
Epoch: 480 | Loss: 18.018451690673828 | Accuracy: 0.5017637610435486
Epoch: 490 | Loss: 17.806705474853516 | Accuracy: 0.501707136631012
Epoch: 500 | Loss: 17.99441909790039 | Accuracy: 0.5026208758354187
Model saved accuracy: 0.5401703119277954
