Epoch: 10 | Loss: 28.30319595336914 | Accuracy: 0.5323784947395325
Epoch: 20 | Loss: 24.166046142578125 | Accuracy: 0.5271721482276917
Epoch: 30 | Loss: 27.505081176757812 | Accuracy: 0.5175102949142456
Epoch: 40 | Loss: 22.218997955322266 | Accuracy: 0.5216328501701355
Epoch: 50 | Loss: 20.16697883605957 | Accuracy: 0.5092368125915527
Epoch: 60 | Loss: 19.816471099853516 | Accuracy: 0.4948432445526123
Epoch: 70 | Loss: 20.75710678100586 | Accuracy: 0.5061271786689758
Epoch: 80 | Loss: 21.085403442382812 | Accuracy: 0.5130264759063721
Epoch: 90 | Loss: 18.945507049560547 | Accuracy: 0.5038675665855408
Epoch: 100 | Loss: 20.2052001953125 | Accuracy: 0.5089605450630188
Epoch: 110 | Loss: 22.453441619873047 | Accuracy: 0.5246504545211792
Epoch: 120 | Loss: 22.17858123779297 | Accuracy: 0.5142448544502258
Epoch: 130 | Loss: 22.148326873779297 | Accuracy: 0.5181336402893066
Epoch: 140 | Loss: 20.33515739440918 | Accuracy: 0.5114964246749878
Epoch: 150 | Loss: 19.708044052124023 | Accuracy: 0.5015370845794678
Epoch: 160 | Loss: 21.29690170288086 | Accuracy: 0.5062759518623352
Epoch: 170 | Loss: 18.33312225341797 | Accuracy: 0.504058837890625
Epoch: 180 | Loss: 17.892702102661133 | Accuracy: 0.5033221244812012
Epoch: 190 | Loss: 18.555339813232422 | Accuracy: 0.501707136631012
Epoch: 200 | Loss: 20.328094482421875 | Accuracy: 0.5085143446922302
Epoch: 210 | Loss: 18.88234519958496 | Accuracy: 0.5035842061042786
Epoch: 220 | Loss: 18.770980834960938 | Accuracy: 0.5073455572128296
Epoch: 230 | Loss: 18.333877563476562 | Accuracy: 0.5053621530532837
Epoch: 240 | Loss: 19.359474182128906 | Accuracy: 0.5051992535591125
Epoch: 250 | Loss: 19.080474853515625 | Accuracy: 0.507607638835907
Epoch: 260 | Loss: 17.829275131225586 | Accuracy: 0.5048308968544006
Epoch: 270 | Loss: 18.539827346801758 | Accuracy: 0.4970957934856415
Epoch: 280 | Loss: 18.578540802001953 | Accuracy: 0.501197099685669
Epoch: 290 | Loss: 21.405681610107422 | Accuracy: 0.5031875371932983
Epoch: 300 | Loss: 18.37236976623535 | Accuracy: 0.5052063465118408
Epoch: 310 | Loss: 18.886699676513672 | Accuracy: 0.4969187080860138
Epoch: 320 | Loss: 18.77739906311035 | Accuracy: 0.5057659149169922
Epoch: 330 | Loss: 17.9045467376709 | Accuracy: 0.5008500218391418
Epoch: 340 | Loss: 19.249576568603516 | Accuracy: 0.5077776312828064
Epoch: 350 | Loss: 20.170333862304688 | Accuracy: 0.5096193552017212
Epoch: 360 | Loss: 18.460376739501953 | Accuracy: 0.5054117441177368
Epoch: 370 | Loss: 17.649206161499023 | Accuracy: 0.5010058283805847
Epoch: 380 | Loss: 18.077444076538086 | Accuracy: 0.5030388236045837
Epoch: 390 | Loss: 18.125497817993164 | Accuracy: 0.5007933378219604
Epoch: 400 | Loss: 18.35297203063965 | Accuracy: 0.5070621967315674
Epoch: 410 | Loss: 19.47063446044922 | Accuracy: 0.5060209631919861
Epoch: 420 | Loss: 17.794065475463867 | Accuracy: 0.5003187656402588
Epoch: 430 | Loss: 17.740360260009766 | Accuracy: 0.5004320740699768
Epoch: 440 | Loss: 18.55948257446289 | Accuracy: 0.4951053261756897
Epoch: 450 | Loss: 18.88605308532715 | Accuracy: 0.5050434470176697
Epoch: 460 | Loss: 18.67120361328125 | Accuracy: 0.5057305097579956
Epoch: 470 | Loss: 18.29640007019043 | Accuracy: 0.5003470778465271
Epoch: 480 | Loss: 17.799291610717773 | Accuracy: 0.5012112855911255
Epoch: 490 | Loss: 17.645130157470703 | Accuracy: 0.5000991821289062
Epoch: 500 | Loss: 17.48522186279297 | Accuracy: 0.5027483701705933
Model saved accuracy: 0.5436057448387146
